region,cases,deaths,recovered
USA,6016875,183993,3320356
Brazil,3731022,117996,2908848
India,3382152,61675,2582179
Russia,975576,16804,792561
South Africa,615701,13502,525242
Peru,613378,28124,421877
Mexico,573888,62076,396758
Colombia,572270,18184,407121
Spain,430599,28996,N/A
Chile,404102,11072,377922
Argentina,370188,7944,274458
Iran,367796,21137,316638
UK,330368,41477,N/A
Saudi Arabia,311855,3785,286255
Bangladesh,304583,4127,193458
Pakistan,294638,6274,279561
Turkey,263998,6209,240792
Italy,263949,35463,206554
France,259698,30544,85524
Germany,240030,9359,214233
Iraq,219435,6740,161009
Philippines,205581,3234,133990
Indonesia,162884,7064,118575
Canada,126646,9098,112619
Qatar,117988,195,114797
Bolivia,112094,4726,50397
Ukraine,112059,2403,54217
Ecuador,111219,6471,95202
Israel,109039,877,87017
Kazakhstan,105243,1523,94713
Egypt,97825,5317,68713
Dominican Republic,92964,1630,64347
Panama,89082,1932,63595
Oman,85005,650,79608
Sweden,83898,5820,N/A
Romania,83150,3459,36677
Belgium,83030,9879,18331
Kuwait,82945,522,74522
Guatemala,71856,2685,59641
Belarus,71165,662,69650
Netherlands,68624,6218,N/A
UAE,68511,378,59472
Poland,64689,2010,44097
Japan,63822,1209,51688
Morocco,57085,1011,41901
Portugal,56673,1809,41357
Honduras,56649,1747,9169
Singapore,56572,27,55139
Nigeria,53021,1010,40281
Bahrain,50393,187,47049
Ethiopia,46407,745,16829
Ghana,43841,270,42246
Kyrgyzstan,43459,1057,37492
Armenia,43270,864,36988
Algeria,43016,1475,30157
Venezuela,41965,351,32931
Switzerland,41006,2003,34800
Uzbekistan,40338,297,37116
Afghanistan,38129,1401,29046
Costa Rica,36307,386,13317
Azerbaijan,35844,524,33364
Moldova,35546,977,24156
Nepal,35529,183,20073
Kenya,33389,567,19368
Serbia,31099,707,29533
Ireland,28453,1777,23364
Austria,26361,733,22317
Australia,25322,572,20366
El Salvador,25284,694,13291
Czechia,23169,418,17190
Palestine,20677,141,14194
Cameroon,18973,410,16540
Bosnia and Herzegovina,18920,582,12480
S. Korea,18706,313,14461
Ivory Coast,17603,114,15941
Denmark,16627,624,14763
Bulgaria,15751,586,10750
Lebanon,14937,146,4133
Paraguay,14872,247,8134
Madagascar,14592,184,13686
North Macedonia,14004,585,10722
Senegal,13186,275,8852
Sudan,13045,823,6594
Libya,12274,219,1209
Zambia,11376,282,10693
Norway,10524,264,9348
DRC,9915,255,9020
Greece,9531,254,3804
Malaysia,9296,125,8994
Croatia,9192,177,6595
Guinea,9167,57,8150
Albania,9083,266,4791
French Guiana,8936,56,8461
Gabon,8468,53,7066
Tajikistan,8449,68,7246
Haiti,8122,197,5677
Finland,8019,335,7200
Luxembourg,7928,124,7140
Maldives,7225,28,4561
Mauritania,6977,158,6356
Namibia,6712,60,2776
Zimbabwe,6251,179,5001
Malawi,5474,173,3085
Djibouti,5383,60,5297
Hungary,5379,614,3757
Equatorial Guinea,4928,83,3798
Hong Kong,4756,81,4200
CAR,4698,61,1778
Montenegro,4499,88,3558
Nicaragua,4494,137,2913
Eswatini,4387,88,3078
Congo,3979,78,1742
Cuba,3759,92,3159
Suriname,3724,62,2863
Cabo Verde,3630,38,2713
Slovakia,3626,33,2206
Rwanda,3625,15,1810
Mozambique,3590,21,1927
Thailand,3404,58,3237
Somalia,3275,95,2443
Mayotte,3237,39,2964
Tunisia,3206,71,1476
Sri Lanka,2984,12,2819
Lithuania,2762,85,1802
Slovenia,2755,133,2199
Gambia,2743,93,638
Mali,2717,126,2052
Uganda,2679,28,1268
South Sudan,2510,47,1290
Syria,2440,98,550
Angola,2332,103,977
Estonia,2325,64,2067
Guinea-Bissau,2205,34,1127
Benin,2145,40,1738
Iceland,2087,10,1964
Sierra Leone,2003,69,1577
Yemen,1933,562,1098
Bahamas,1923,48,733
Jamaica,1804,19,846
Jordan,1801,15,1364
Malta,1788,10,1121
Aruba,1760,8,587
New Zealand,1702,22,1554
Botswana,1633,6,224
Uruguay,1543,43,1322
Cyprus,1484,20,935
Georgia,1447,19,1190
Trinidad and Tobago,1429,15,192
Réunion,1372,6,692
Latvia,1366,34,1163
Burkina Faso,1352,55,1058
Togo,1326,27,946
Liberia,1298,82,832
Niger,1173,69,1084
Andorra,1098,53,893
Guyana,1093,31,534
Lesotho,1051,31,526
Vietnam,1036,30,637
Chad,998,77,873
Guadeloupe,935,15,289
Sao Tome and Principe,892,15,842
Belize,760,11,54
Diamond Princess,712,13,651
San Marino,710,42,658
Channel Islands,623,48,545
Myanmar,602,6,345
Martinique,596,16,98
Tanzania,509,21,183
Taiwan,487,7,462
Turks and Caicos,464,3,102
Sint Maarten,442,17,179
Burundi,431,1,345
Papua New Guinea,419,4,232
Comoros,417,7,399
French Polynesia,415,NA,202
Faeroe Islands,411,NA,358
Mauritius,354,10,335
Isle of Man,336,24,312
Eritrea,315,NA,276
Mongolia,301,NA,291
Cambodia,273,NA,264
Gibraltar,272,NA,216
Cayman Islands,205,1,202
Saint Martin,198,5,52
Bhutan,183,NA,118
Bermuda,168,9,151
Barbados,165,7,139
Brunei,144,3,139
Seychelles,136,NA,127
Monaco,122,1,85
Liechtenstein,105,1,96
Antigua and Barbuda,94,3,89
St. Vincent Grenadines,58,NA,57
Curaçao,53,1,34
Macao,46,NA,46
Fiji,28,2,23
Timor-Leste,27,NA,25
British Virgin Islands,26,1,8
Saint Lucia,26,NA,25
Grenada,24,NA,24
New Caledonia,23,NA,23
Laos,22,NA,21
Dominica,20,NA,18
St. Barth,17,NA,9
Saint Kitts and Nevis,17,NA,17
Greenland,14,NA,14
Montserrat,13,1,12
Caribbean Netherlands,13,NA,7
Falkland Islands,13,NA,13
Vatican City,12,NA,12
Western Sahara,10,1,8
MS Zaandam,9,2,NA
Saint Pierre Miquelon,5,NA,1
Anguilla,3,NA,3
China,85004,4634,80046
Total:,7117158,264847,4068784
Total:,5986419,195307,4590083
Total:,6676673,136505,5321917
Total:,3458997,206555,2031015
Total:,1220837,28736,948149
Total:,27909,600,22400
Total:,721,15,651
Total:,24488714,832565,16982999
