region,cases,deaths,recovered
USA,6290737,189964,3547032
Brazil,4001422,123899,3210405
India,3853406,67486,2970492
Russia,1009995,17528,826935
Peru,663437,29259,480177
Colombia,633339,20348,479568
South Africa,630595,14389,553456
Mexico,610957,65816,424990
Spain,479554,29194,N/A
Argentina,439172,9118,315530
Chile,414739,11344,387683
Iran,378752,21797,326801
UK,338676,41514,N/A
Bangladesh,319686,4383,213980
Saudi Arabia,317486,3956,292510
Pakistan,297014,6328,281925
France,293024,30686,86963
Turkey,273301,6462,246876
Italy,271515,35497,208201
Germany,247391,9393,223100
Iraq,242284,7201,184205
Philippines,228403,3688,159475
Indonesia,184268,7750,132055
Canada,129923,9135,115050
Ukraine,128228,2710,59676
Israel,122779,976,97885
Qatar,119206,199,116111
Bolivia,117928,5203,64074
Ecuador,115457,6619,101867
Kazakhstan,106032,1588,97967
Egypt,99280,5461,74626
Dominican Republic,95627,1765,69519
Panama,94084,2030,67487
Romania,89891,3721,38701
Kuwait,86478,535,78209
Oman,86380,705,81828
Belgium,85911,9898,18490
Sweden,84532,5820,N/A
Guatemala,75644,2790,63688
Belarus,72141,691,70900
Netherlands,71863,6235,N/A
UAE,71540,387,62029
Poland,69129,2092,48593
Japan,69001,1307,58428
Morocco,65453,1216,50357
Honduras,62526,1924,11147
Portugal,58633,1827,42233
Singapore,56908,27,55891
Nigeria,54463,1027,42439
Ethiopia,54409,846,19903
Bahrain,52807,190,49645
Venezuela,48883,398,39912
Algeria,45158,1523,31746
Ghana,44658,276,43478
Armenia,44271,887,38855
Kyrgyzstan,44135,1059,39174
Costa Rica,43305,453,16512
Switzerland,42763,2011,36500
Uzbekistan,42540,329,39883
Nepal,41649,251,23290
Afghanistan,38288,1409,29390
Moldova,37740,1024,26189
Azerbaijan,36732,538,34116
Kenya,34493,581,20211
Serbia,31581,716,30188
Ireland,29114,1777,23364
Austria,28372,735,24171
Australia,26049,678,21912
El Salvador,26000,739,15119
Czechia,25773,425,18326
Palestine,23875,162,15483
S. Korea,20644,329,15529
Bosnia and Herzegovina,20517,627,13626
Cameroon,19460,415,17651
Paraguay,19138,358,9981
Lebanon,18375,177,5195
Ivory Coast,18161,117,16933
Denmark,17195,626,15413
Bulgaria,16617,648,11760
Libya,15156,250,1746
Madagascar,15023,196,13965
North Macedonia,14600,606,11741
Senegal,13743,287,9506
Sudan,13189,823,6612
Zambia,12415,292,11494
Croatia,11094,194,8266
Norway,11034,264,9348
Greece,10757,273,3804
DRC,10125,259,9367
Albania,9728,296,5582
Guinea,9479,59,8527
Malaysia,9374,128,9083
French Guiana,9209,61,8739
Tajikistan,8654,69,7447
Gabon,8538,53,7335
Haiti,8258,206,5870
Finland,8200,336,7350
Maldives,8140,29,5338
Namibia,7844,82,3454
